R0,R0_c18_r6,R0_c18_r7,R0_c18_r8,R0_c19_r6,R0_c19_r7,R0_c20_r6,R1,R2,R3,R3_c8,R3_c9,R3_c10,R3_c11,R3_c12,R4,R5,R5_c12,R6,R6_c10,R6_c11,R6_c12,R7,R7_r6,R7_r7,R7_r8,R7_r9,R7_r10,R8,R8_r8,R8_r9,R8_r10,R9,R9_c18_r6,R9_c18_r7,R9_c18_r8,R9_c19_r6,R9_c19_r7,R9_c20_r6,R10,R11,R11_c18,R11_c19,R12,R12_c8,R12_c9,R12_c10,R12_c11,R12_c12,R13,R13_c8,R13_c9,R13_c10,R13_c11,R13_c12,R14,R15,R15_c8,R15_c9,R15_c10,R15_c11,R16,R16_c9,R16_c10,R16_c11,R16_c12,R17,R18,R19,R19_c8,R19_c9,R19_c10,R19_c11,R19_c12,R20,R20_c9,R20_c10,R20_c11,R20_c12,R21,R22,R22_c10,R22_c11,R22_c12,R23,R24,R24_c9,R24_c10,R24_c11,R24_c12,R25,R25_c8,R25_c9,R25_c10,R25_c11,R26,R26_c8,R26_c9,R26_c10,R26_c11,R26_c12,R27,R27_c8,R27_c9,R27_c10,R27_c11,R27_c12,R28,R28_c8,R28_c9,R28_c10,R28_c11,R28_c12,R29,R29_c9,R29_c10,R29_c11,R29_c12,R30,R31,R32,R33,R33_c10,R33_c11,R33_c12,R34,R34_c8,R34_c9,R34_c10,R35,R35_r6,R35_r7,R35_r8,R35_r9,R35_r10
3.284423734682181930e+03,2.407778097795578560e+03,2.407778097795578560e+03,2.407778097795578560e+03,2.407778097795578560e+03,2.407778097795578560e+03,2.407778097795578560e+03,7.147640635911510799e+03,9.913651044706995208e+00,5.167749729070076228e+02,5.167749729070076228e+02,5.167749729070076228e+02,5.167749729070076228e+02,5.167749729070076228e+02,5.167749729070076228e+02,3.266165801670209476e+03,5.110298536232453444e+03,8.112000000000000455e+01,1.406654090783581069e+03,0.000000000000000000e+00,1.406654090783581069e+03,1.406654090783581069e+03,7.925434528531832257e+01,7.925434528531832257e+01,7.925434528531832257e+01,7.925434528531832257e+01,7.925434528531832257e+01,7.925434528531832257e+01,1.692259564464949335e+02,1.692259564464949335e+02,1.692259564464949335e+02,1.692259564464949335e+02,3.537071714273119142e+03,2.592991797626007610e+03,2.592991797626007610e+03,2.592991797626007610e+03,2.592991797626007610e+03,2.592991797626007610e+03,2.592991797626007610e+03,1.239306497684307544e+02,5.838338925744046719e+02,5.838338925744046719e+02,5.838338925744046719e+02,3.282642428769881349e+02,3.282642428769881349e+02,3.282642428769881349e+02,3.282642428769881349e+02,3.282642428769881349e+02,3.282642428769881349e+02,1.032818511275415176e+03,1.032818511275415176e+03,1.032818511275415176e+03,1.032818511275415176e+03,1.032818511275415176e+03,1.032818511275415176e+03,2.757205876580058430e+03,1.087192342963408009e+02,1.087192342963408009e+02,1.087192342963408009e+02,1.087192342963408009e+02,1.087192342963408009e+02,1.903114394049794328e+03,0.000000000000000000e+00,1.903114394049794328e+03,1.903114394049794328e+03,1.903114394049794328e+03,4.127590935928402359e+03,4.451265004651324489e+03,5.832523561936484384e+02,5.832523561936484384e+02,5.832523561936484384e+02,5.832523561936484384e+02,5.832523561936484384e+02,5.832523561936484384e+02,2.602748314969288913e+03,6.240000000000000568e+01,2.602748314969288913e+03,2.602748314969288913e+03,2.602748314969288913e+03,5.642162465229109330e+03,1.242489892408653304e+03,0.000000000000000000e+00,1.242489892408653304e+03,1.242489892408653304e+03,6.913459093786970698e+03,1.061248880697805134e+03,0.000000000000000000e+00,1.061248880697805134e+03,1.061248880697805134e+03,1.061248880697805134e+03,1.630788514445112014e+02,1.630788514445112014e+02,1.630788514445112014e+02,1.630788514445112014e+02,1.630788514445112014e+02,4.107020615600465590e+02,4.107020615600465590e+02,4.107020615600465590e+02,4.107020615600465590e+02,4.107020615600465590e+02,4.107020615600465590e+02,7.431154184949371029e+02,7.431154184949371029e+02,7.431154184949371029e+02,7.431154184949371029e+02,7.431154184949371029e+02,7.431154184949371029e+02,3.463652446728053178e+02,3.463652446728053178e+02,3.463652446728053178e+02,3.463652446728053178e+02,3.463652446728053178e+02,3.463652446728053178e+02,1.276215336962078482e+03,0.000000000000000000e+00,1.276215336962078482e+03,1.276215336962078482e+03,1.276215336962078482e+03,2.313185243764965549e+01,4.311959466003210764e+03,2.600317050287454549e+03,1.714636130523773318e+03,0.000000000000000000e+00,1.714636130523773318e+03,1.714636130523773318e+03,1.152759999999999962e+02,1.152759999999999962e+02,1.152759999999999962e+02,1.152759999999999962e+02,1.701702555880661123e+02,1.701702555880661123e+02,1.701702555880661123e+02,1.701702555880661123e+02,1.701702555880661123e+02,1.701702555880661123e+02
3.729600046157629095e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.663266040906868056e+03,2.663266040906868056e+03,2.663266040906868056e+03,7.843296687878736520e+03,1.487047656706049281e+01,6.885456741836101173e+02,6.885456741836101173e+02,6.885456741836101173e+02,6.885456741836101173e+02,6.885456741836101173e+02,6.885456741836101173e+02,3.640829495090849832e+03,5.734644163811355611e+03,2.140840000000000032e+02,1.648722356700996897e+03,3.035200000000000031e+01,0.000000000000000000e+00,1.648722356700996897e+03,8.637510531103984590e+01,8.637510531103984590e+01,8.637510531103984590e+01,8.637510531103984590e+01,8.637510531103984590e+01,8.637510531103984590e+01,2.175729962201232297e+02,1.477441035379495204e+01,2.175729962201232297e+02,2.175729962201232297e+02,4.016492357400523815e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.868132659438165774e+03,2.868132659438165774e+03,2.868132659438165774e+03,1.416350283067779969e+02,7.545766491843803578e+02,7.545766491843803578e+02,7.545766491843803578e+02,4.738496344584119697e+02,4.738496344584119697e+02,4.738496344584119697e+02,4.738496344584119697e+02,4.738496344584119697e+02,4.738496344584119697e+02,1.316431483055301669e+03,1.316431483055301669e+03,1.316431483055301669e+03,1.316431483055301669e+03,1.316431483055301669e+03,1.316431483055301669e+03,3.030937982216857108e+03,2.035727121987671921e+02,2.035727121987671921e+02,2.035727121987671921e+02,2.035727121987671921e+02,2.035727121987671921e+02,2.236481806335576039e+03,6.570000000000000284e+01,0.000000000000000000e+00,2.236481806335576039e+03,2.236481806335576039e+03,4.566859597553515414e+03,4.890664745796310854e+03,7.921142510805606207e+02,7.921142510805606207e+02,7.921142510805606207e+02,7.921142510805606207e+02,7.921142510805606207e+02,7.921142510805606207e+02,3.025803021500913019e+03,1.646800000000000068e+02,6.240000000000000568e+01,3.025803021500913019e+03,3.025803021500913019e+03,6.207079916590514586e+03,1.437826415455047254e+03,3.650000000000000000e+01,0.000000000000000000e+00,1.437826415455047254e+03,7.575531902732373965e+03,1.279894177621631798e+03,2.133899999999999864e+01,0.000000000000000000e+00,1.279894177621631798e+03,1.279894177621631798e+03,3.053590682981507598e+02,3.053590682981507598e+02,3.053590682981507598e+02,3.053590682981507598e+02,3.053590682981507598e+02,5.931133156862618989e+02,5.931133156862618989e+02,5.931133156862618989e+02,5.931133156862618989e+02,5.931133156862618989e+02,5.931133156862618989e+02,1.041784836929879930e+03,1.041784836929879930e+03,1.041784836929879930e+03,1.041784836929879930e+03,1.041784836929879930e+03,1.041784836929879930e+03,5.005365877056088380e+02,5.005365877056088380e+02,5.005365877056088380e+02,5.005365877056088380e+02,5.005365877056088380e+02,5.005365877056088380e+02,1.513420384296048951e+03,3.647200000000000131e+01,0.000000000000000000e+00,1.513420384296048951e+03,1.513420384296048951e+03,3.084246991686620731e+01,4.837192822825509211e+03,2.851149312547226145e+03,2.006068337387660904e+03,3.865200000000000102e+01,0.000000000000000000e+00,2.006068337387660904e+03,2.409198270416942478e+02,2.409198270416942478e+02,2.409198270416942478e+02,2.409198270416942478e+02,2.185408842390007180e+02,1.915201342158604803e+01,2.185408842390007180e+02,2.185408842390007180e+02,2.185408842390007180e+02,2.185408842390007180e+02
4.206876025083156492e+03,5.077799999999999869e+01,5.077799999999999869e+01,5.077799999999999869e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.912608329502400466e+03,8.561076416888983658e+03,1.982730208941399042e+01,8.776209887035344082e+02,8.776209887035344082e+02,8.776209887035344082e+02,8.776209887035344082e+02,8.776209887035344082e+02,8.776209887035344082e+02,4.030116046592220755e+03,6.381594523842639319e+03,4.474225359345750235e+02,1.905913865089598175e+03,9.631707523415026628e+01,3.035200000000000031e+01,0.000000000000000000e+00,9.981747008746769723e+01,9.981747008746769723e+01,9.981747008746769723e+01,9.981747008746769723e+01,9.981747008746769723e+01,9.981747008746769723e+01,2.773183664563439947e+02,1.641601150421661259e+01,1.641601150421661259e+01,2.773183664563439947e+02,4.530481873166475452e+03,5.468399999999999750e+01,5.468399999999999750e+01,5.468399999999999750e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.136655124079508369e+03,3.348058461971774591e+02,9.229114951013588097e+02,9.229114951013588097e+02,9.229114951013588097e+02,6.395782696094546509e+02,6.395782696094546509e+02,6.395782696094546509e+02,6.395782696094546509e+02,6.395782696094546509e+02,6.395782696094546509e+02,1.624342414395305241e+03,0.000000000000000000e+00,1.624342414395305241e+03,1.624342414395305241e+03,1.624342414395305241e+03,1.624342414395305241e+03,3.314833695560062097e+03,3.176872522169179547e+02,3.176872522169179547e+02,3.176872522169179547e+02,3.176872522169179547e+02,3.176872522169179547e+02,2.588087547819085103e+03,1.899955035033111699e+02,6.570000000000000284e+01,0.000000000000000000e+00,2.588087547819085103e+03,5.021981481730446831e+03,5.346151453250025043e+03,1.021074706160931783e+03,1.021074706160931783e+03,1.021074706160931783e+03,1.021074706160931783e+03,1.021074706160931783e+03,1.021074706160931783e+03,3.468887699288606200e+03,3.441711814881346641e+02,1.646800000000000068e+02,6.240000000000000568e+01,3.468887699288606200e+03,6.791405433696209911e+03,1.642852350268103919e+03,1.055530575018395467e+02,3.650000000000000000e+01,0.000000000000000000e+00,8.260053967813882991e+03,1.516248057983286799e+03,7.318218898294635721e+01,2.133899999999999864e+01,0.000000000000000000e+00,1.516248057983286799e+03,4.765308783253769320e+02,4.765308783253769320e+02,4.765308783253769320e+02,4.765308783253769320e+02,4.765308783253769320e+02,8.008463241188690063e+02,8.008463241188690063e+02,8.008463241188690063e+02,8.008463241188690063e+02,8.008463241188690063e+02,8.008463241188690063e+02,1.372961751140328488e+03,1.372961751140328488e+03,1.372961751140328488e+03,1.372961751140328488e+03,1.372961751140328488e+03,1.372961751140328488e+03,6.762151313807812585e+02,6.762151313807812585e+02,6.762151313807812585e+02,6.762151313807812585e+02,6.762151313807812585e+02,6.762151313807812585e+02,1.765765160812017712e+03,1.119505192266886979e+02,3.647200000000000131e+01,0.000000000000000000e+00,1.765765160812017712e+03,3.855308739608275914e+01,5.386284059787603837e+03,3.109760803493722960e+03,2.315173181945088800e+03,1.210509978356315770e+02,3.865200000000000102e+01,0.000000000000000000e+00,4.004924781604181021e+02,4.004924781604181021e+02,4.004924781604181021e+02,4.004924781604181021e+02,2.820432607441582604e+02,2.188801533895548346e+01,2.188801533895548346e+01,2.820432607441582604e+02,2.820432607441582604e+02,2.820432607441582604e+02
4.716693942227917432e+03,7.139331492257501566e+01,7.139331492257501566e+01,7.139331492257501566e+01,5.077799999999999869e+01,5.077799999999999869e+01,0.000000000000000000e+00,9.300395395219562488e+03,2.478412761176748802e+01,1.082894942930203570e+03,0.000000000000000000e+00,1.082894942930203570e+03,1.082894942930203570e+03,1.082894942930203570e+03,1.082894942930203570e+03,4.433628511850367431e+03,7.050264869338087010e+03,7.437717451550621490e+02,2.177794709719967159e+03,1.892654422559129159e+02,9.631707523415026628e+01,3.035200000000000031e+01,1.214643008382261655e+02,1.214643008382261655e+02,1.214643008382261655e+02,1.214643008382261655e+02,1.214643008382261655e+02,1.214643008382261655e+02,3.496026264686634022e+02,1.199521819078662475e+02,1.199521819078662475e+02,1.199521819078662475e+02,5.079516553168526116e+03,7.688510837815771026e+01,7.688510837815771026e+01,7.688510837815771026e+01,5.468399999999999750e+01,5.468399999999999750e+01,0.000000000000000000e+00,5.316452480618861500e+02,1.089069447806145035e+03,1.089069447806145035e+03,1.089069447806145035e+03,8.241782865921094299e+02,8.241782865921094299e+02,8.241782865921094299e+02,8.241782865921094299e+02,8.241782865921094299e+02,8.241782865921094299e+02,1.955202099778518459e+03,6.154799999999999471e+01,0.000000000000000000e+00,1.955202099778518459e+03,1.955202099778518459e+03,1.955202099778518459e+03,3.608705607734067144e+03,4.486623000821092546e+02,4.486623000821092546e+02,4.486623000821092546e+02,4.486623000821092546e+02,4.486623000821092546e+02,2.957134230482587100e+03,3.536023411815473878e+02,1.899955035033111699e+02,6.570000000000000284e+01,0.000000000000000000e+00,5.492545491874260733e+03,5.817420807944557055e+03,1.268223460800391877e+03,1.268223460800391877e+03,1.268223460800391877e+03,1.268223460800391877e+03,1.268223460800391877e+03,1.268223460800391877e+03,3.930998874024964607e+03,5.721321116577400971e+02,3.441711814881346641e+02,1.646800000000000068e+02,6.240000000000000568e+01,7.394671788235746135e+03,1.857180351064917204e+03,1.964457451008596536e+02,1.055530575018395467e+02,3.650000000000000000e+01,8.966544669052653262e+03,1.769939081497526558e+03,1.504858460627127101e+02,7.318218898294635721e+01,2.133899999999999864e+01,0.000000000000000000e+00,6.729934501231638251e+02,6.729934501231638251e+02,6.729934501231638251e+02,6.729934501231638251e+02,6.729934501231638251e+02,1.032310985622819544e+03,1.032310985622819544e+03,1.032310985622819544e+03,1.032310985622819544e+03,1.032310985622819544e+03,1.032310985622819544e+03,1.733867387753944513e+03,1.733867387753944513e+03,1.733867387753944513e+03,1.733867387753944513e+03,1.733867387753944513e+03,1.733867387753944513e+03,8.720614475650148734e+02,8.720614475650148734e+02,8.720614475650148734e+02,8.720614475650148734e+02,8.720614475650148734e+02,8.720614475650148734e+02,2.032707245985127429e+03,2.157455115864080710e+02,1.119505192266886979e+02,3.647200000000000131e+01,0.000000000000000000e+00,4.626370487529931097e+01,5.958723935332687688e+03,3.375940392348332352e+03,2.641415196721872690e+03,2.360427563459239195e+02,1.210509978356315770e+02,3.865200000000000102e+01,5.870560178143674648e+02,5.870560178143674648e+02,5.870560178143674648e+02,5.870560178143674648e+02,3.626216603668720495e+02,2.462401725632492244e+01,2.462401725632492244e+01,2.462401725632492244e+01,3.626216603668720495e+02,3.626216603668720495e+02
5.259478993348952827e+03,1.103448655814165704e+02,1.103448655814165704e+02,1.103448655814165704e+02,7.139331492257501566e+01,7.139331492257501566e+01,5.077799999999999869e+01,1.006071506204991965e+04,2.974095313412098562e+01,1.303468066519012382e+03,4.103199999999999648e+01,0.000000000000000000e+00,1.303468066519012382e+03,1.303468066519012382e+03,1.303468066519012382e+03,4.851003881211578118e+03,7.739862821956129665e+03,1.090246890226682353e+03,2.463976837716120372e+03,3.056463818417554990e+02,1.892654422559129159e+02,9.631707523415026628e+01,1.531532300292595039e+02,1.531532300292595039e+02,1.531532300292595039e+02,1.531532300292595039e+02,1.531532300292595039e+02,1.531532300292595039e+02,4.355555128695775124e+02,2.203869454225527988e+02,2.203869454225527988e+02,2.203869454225527988e+02,5.664054300529642205e+03,1.188329321646024681e+02,1.188329321646024681e+02,1.188329321646024681e+02,7.688510837815771026e+01,7.688510837815771026e+01,5.468399999999999750e+01,7.318446860981641748e+02,1.253243321013531386e+03,1.253243321013531386e+03,1.253243321013531386e+03,1.026639385720434575e+03,0.000000000000000000e+00,1.026639385720434575e+03,1.026639385720434575e+03,1.026639385720434575e+03,1.026639385720434575e+03,2.307883834220501740e+03,1.832462763299803612e+02,6.154799999999999471e+01,0.000000000000000000e+00,2.307883834220501740e+03,2.307883834220501740e+03,3.912379131563286137e+03,5.948575335666109822e+02,5.948575335666109822e+02,5.948575335666109822e+02,5.948575335666109822e+02,5.948575335666109822e+02,3.342924631916851013e+03,5.494412686678347200e+02,3.536023411815473878e+02,1.899955035033111699e+02,6.570000000000000284e+01,5.978173840707272575e+03,6.304189445632509887e+03,1.532091343346890881e+03,3.962000000000000455e+01,1.532091343346890881e+03,1.532091343346890881e+03,1.532091343346890881e+03,1.532091343346890881e+03,4.411264741393350050e+03,8.386514540205248522e+02,5.721321116577400971e+02,3.441711814881346641e+02,1.646800000000000068e+02,8.016447411671792906e+03,2.080467879691453618e+03,3.052451492599081462e+02,1.964457451008596536e+02,1.055530575018395467e+02,9.694557589838703279e+03,2.040635059329205205e+03,2.509786205696459547e+02,1.504858460627127101e+02,7.318218898294635721e+01,2.133899999999999864e+01,8.922863003499164734e+02,8.922863003499164734e+02,8.922863003499164734e+02,8.922863003499164734e+02,8.922863003499164734e+02,1.286243774319430258e+03,0.000000000000000000e+00,1.286243774319430258e+03,1.286243774319430258e+03,1.286243774319430258e+03,1.286243774319430258e+03,2.122343549952204739e+03,0.000000000000000000e+00,2.122343549952204739e+03,2.122343549952204739e+03,2.122343549952204739e+03,2.122343549952204739e+03,1.087010652137601255e+03,0.000000000000000000e+00,1.087010652137601255e+03,1.087010652137601255e+03,1.087010652137601255e+03,1.087010652137601255e+03,2.313768601227728141e+03,3.436312446568654195e+02,2.157455115864080710e+02,1.119505192266886979e+02,3.647200000000000131e+01,5.397432235451586280e+01,6.554044046464475286e+03,3.649493659174618642e+03,2.984316263136785892e+03,3.791095952861967930e+02,2.360427563459239195e+02,1.210509978356315770e+02,7.966590719080820691e+02,7.966590719080820691e+02,7.966590719080820691e+02,7.966590719080820691e+02,4.621972774272399533e+02,2.736001917369435432e+01,2.736001917369435432e+01,2.736001917369435432e+01,2.736001917369435432e+01,4.621972774272399533e+02
5.835640766109119795e+03,1.696609611729308540e+02,1.696609611729308540e+02,1.696609611729308540e+02,1.103448655814165704e+02,1.103448655814165704e+02,7.139331492257501566e+01,1.084153697562344678e+04,3.469777865647448323e+01,1.538589222813667902e+03,1.221641842199869075e+02,4.103199999999999648e+01,0.000000000000000000e+00,1.538589222813667902e+03,1.538589222813667902e+03,5.281908420168390876e+03,8.449673457704977409e+03,1.479509704972152349e+03,2.764110184471719549e+03,4.432730630541962569e+02,3.056463818417554990e+02,1.892654422559129159e+02,1.966867958151006519e+02,1.723681207942744109e+01,1.966867958151006519e+02,1.966867958151006519e+02,1.966867958151006519e+02,1.966867958151006519e+02,5.362970186946674858e+02,3.180611357728245139e+02,3.180611357728245139e+02,3.180611357728245139e+02,6.284536209655974744e+03,1.827118043400793681e+02,1.827118043400793681e+02,1.827118043400793681e+02,1.188329321646024681e+02,1.188329321646024681e+02,7.688510837815771026e+01,9.351476154645388306e+02,1.415596320702547473e+03,1.415596320702547473e+03,1.415596320702547473e+03,1.246131346416286988e+03,3.356099999999999994e+01,0.000000000000000000e+00,1.246131346416286988e+03,1.246131346416286988e+03,1.246131346416286988e+03,2.681427330073637677e+03,3.468988020117224664e+02,1.832462763299803612e+02,6.154799999999999471e+01,0.000000000000000000e+00,2.681427330073637677e+03,4.225691045033960108e+03,7.550568460411227534e+02,7.550568460411227534e+02,7.550568460411227534e+02,7.550568460411227534e+02,7.550568460411227534e+02,3.744842183444616239e+03,7.733701691192209182e+02,5.494412686678347200e+02,3.536023411815473878e+02,1.899955035033111699e+02,6.478517710530664772e+03,6.806192567814851827e+03,1.811503754289118206e+03,1.117480000000000047e+02,3.962000000000000455e+01,1.811503754289118206e+03,1.811503754289118206e+03,1.811503754289118206e+03,4.908918864494337868e+03,1.138084388440117209e+03,8.386514540205248522e+02,5.721321116577400971e+02,3.441711814881346641e+02,8.656331997835823131e+03,2.312409118895026950e+03,4.296500939551227702e+02,3.052451492599081462e+02,1.964457451008596536e+02,1.044367654404472160e+04,2.328036102028807363e+03,3.732009418662296980e+02,2.509786205696459547e+02,1.504858460627127101e+02,7.318218898294635721e+01,1.132585269061684130e+03,1.132585269061684130e+03,1.132585269061684130e+03,1.132585269061684130e+03,1.132585269061684130e+03,1.561606076235717865e+03,4.187300000000000466e+01,0.000000000000000000e+00,1.561606076235717865e+03,1.561606076235717865e+03,1.561606076235717865e+03,2.536650328036706924e+03,9.110399999999999920e+01,0.000000000000000000e+00,2.536650328036706924e+03,2.536650328036706924e+03,2.536650328036706924e+03,1.320187030717488597e+03,3.516700000000000159e+01,0.000000000000000000e+00,1.320187030717488597e+03,1.320187030717488597e+03,1.320187030717488597e+03,2.608523423825254667e+03,4.930523648959242564e+02,3.436312446568654195e+02,2.157455115864080710e+02,1.119505192266886979e+02,2.339304915286037954e+02,7.171811419719161677e+03,3.930240790418997676e+03,3.343445701527365145e+03,5.474892144796262983e+02,3.791095952861967930e+02,2.360427563459239195e+02,1.026662729184300360e+03,1.026662729184300360e+03,1.026662729184300360e+03,1.026662729184300360e+03,5.826710441144390416e+02,1.999203031797770791e+02,1.999203031797770791e+02,1.999203031797770791e+02,1.999203031797770791e+02,1.999203031797770791e+02
6.445574518010150314e+03,2.508963640139880340e+02,2.508963640139880340e+02,2.508963640139880340e+02,1.696609611729308540e+02,1.696609611729308540e+02,1.103448655814165704e+02,1.164239802912145933e+04,1.503838874112452970e+02,1.787618220049091633e+03,2.312658680078149871e+02,1.221641842199869075e+02,4.103199999999999648e+01,0.000000000000000000e+00,1.787618220049091633e+03,5.726033865479852466e+03,9.179047551137806295e+03,1.906659354199414793e+03,3.077876605592916349e+03,6.006027227526187744e+02,4.432730630541962569e+02,3.056463818417554990e+02,2.538389346697424287e+02,1.969921380505993724e+01,1.969921380505993724e+01,2.538389346697424287e+02,2.538389346697424287e+02,2.538389346697424287e+02,6.529382834143602850e+02,4.132549912033917963e+02,4.132549912033917963e+02,4.132549912033917963e+02,6.941387942472469149e+03,2.701960843227563487e+02,2.701960843227563487e+02,2.701960843227563487e+02,1.827118043400793681e+02,1.827118043400793681e+02,1.188329321646024681e+02,1.141337069153862785e+03,1.576268262040175614e+03,1.576268262040175614e+03,1.576268262040175614e+03,1.481954578362452139e+03,1.049613083721549174e+02,3.356099999999999994e+01,0.000000000000000000e+00,1.481954578362452139e+03,1.481954578362452139e+03,3.075000752516632019e+03,5.455773995711236921e+02,3.468988020117224664e+02,1.832462763299803612e+02,6.154799999999999471e+01,0.000000000000000000e+00,4.548488260002824973e+03,9.283103479743006119e+02,0.000000000000000000e+00,9.283103479743006119e+02,9.283103479743006119e+02,9.283103479743006119e+02,4.162336414011047964e+03,1.022570089082766231e+03,7.733701691192209182e+02,5.494412686678347200e+02,3.536023411815473878e+02,6.993253671159464830e+03,7.323181923043864117e+03,2.105494286134218783e+03,2.376379653151083744e+02,1.117480000000000047e+02,3.962000000000000455e+01,2.105494286134218783e+03,2.105494286134218783e+03,5.423280668721605252e+03,1.466661041691857463e+03,1.138084388440117209e+03,8.386514540205248522e+02,5.721321116577400971e+02,9.313952834638672357e+03,2.552728798539825220e+03,5.680944939348701155e+02,4.296500939551227702e+02,3.052451492599081462e+02,1.121351222699751634e+04,2.631869323217621513e+03,5.160918330671547665e+02,3.732009418662296980e+02,2.509786205696459547e+02,1.504858460627127101e+02,1.392465521961450804e+03,0.000000000000000000e+00,1.392465521961450804e+03,1.392465521961450804e+03,1.392465521961450804e+03,1.857522474734087609e+03,1.311385809886008644e+02,4.187300000000000466e+01,0.000000000000000000e+00,1.857522474734087609e+03,1.857522474734087609e+03,2.975345786222848346e+03,2.601937491304561263e+02,9.110399999999999920e+01,0.000000000000000000e+00,2.975345786222848346e+03,2.975345786222848346e+03,1.570852188517291779e+03,1.103658758829401165e+02,3.516700000000000159e+01,0.000000000000000000e+00,1.570852188517291779e+03,1.570852188517291779e+03,2.916589019065571392e+03,6.622291632739076022e+02,4.930523648959242564e+02,3.436312446568654195e+02,2.157455115864080710e+02,4.104017828704733688e+02,7.811624071173167067e+03,4.218014828505399237e+03,3.718412636812168785e+03,7.392427607251098607e+02,5.474892144796262983e+02,3.791095952861967930e+02,1.275145058952270574e+03,1.275145058952270574e+03,1.275145058952270574e+03,1.275145058952270574e+03,7.259258547826291306e+02,3.673115757042546647e+02,3.673115757042546647e+02,3.673115757042546647e+02,3.673115757042546647e+02,3.673115757042546647e+02
7.089662297080697499e+03,3.717246841924016110e+01,3.553324978640496283e+02,3.553324978640496283e+02,2.508963640139880340e+02,2.508963640139880340e+02,1.696609611729308540e+02,1.246286643158767401e+04,2.638297175595899944e+02,2.050000501677754528e+03,3.637182663807491281e+02,2.312658680078149871e+02,1.221641842199869075e+02,4.103199999999999648e+01,0.000000000000000000e+00,6.183094284168445483e+03,9.927392168012795082e+03,2.368126538054216780e+03,3.404985105904393095e+03,7.764627901807724584e+02,6.006027227526187744e+02,4.432730630541962569e+02,3.263594943301848161e+02,2.216161553069242984e+01,2.216161553069242984e+01,2.216161553069242984e+01,3.263594943301848161e+02,3.263594943301848161e+02,7.865823391025313640e+02,5.062024639028103365e+02,5.062024639028103365e+02,5.062024639028103365e+02,7.635020935317674230e+03,4.003188906687402238e+01,3.826657669305149625e+02,3.826657669305149625e+02,2.701960843227563487e+02,2.701960843227563487e+02,1.827118043400793681e+02,1.350226941647674039e+03,1.735380173546984679e+03,1.735380173546984679e+03,1.735380173546984679e+03,1.733508038537482207e+03,2.045028462322150915e+02,1.049613083721549174e+02,3.356099999999999994e+01,0.000000000000000000e+00,1.733508038537482207e+03,3.487873952273374925e+03,7.751624593605114342e+02,5.455773995711236921e+02,3.468988020117224664e+02,1.832462763299803612e+02,6.154799999999999471e+01,4.880626772883988451e+03,1.113848550017795333e+03,3.720599999999999596e+01,0.000000000000000000e+00,1.113848550017795333e+03,1.113848550017795333e+03,4.594911837371685579e+03,1.294957653816388301e+03,1.022570089082766231e+03,7.733701691192209182e+02,5.494412686678347200e+02,7.522080692895561697e+03,7.854924087321297520e+03,2.413250054494924825e+03,3.971146593018775093e+02,2.376379653151083744e+02,1.117480000000000047e+02,3.962000000000000455e+01,2.413250054494924825e+03,5.953740632273946176e+03,1.821635798503243677e+03,1.466661041691857463e+03,1.138084388440117209e+03,8.386514540205248522e+02,9.988961715859595643e+03,2.801177388528119991e+03,7.194209187868824529e+02,5.680944939348701155e+02,4.296500939551227702e+02,1.200369936907609372e+04,2.951884717327068302e+03,6.788258601115248894e+02,5.160918330671547665e+02,3.732009418662296980e+02,2.509786205696459547e+02,1.670772825026692999e+03,5.580899999999999750e+01,0.000000000000000000e+00,1.670772825026692999e+03,1.670772825026692999e+03,2.173240698836632873e+03,2.557129860414175937e+02,1.311385809886008644e+02,4.187300000000000466e+01,0.000000000000000000e+00,2.173240698836632873e+03,3.437209241520263276e+03,4.807275647239880527e+02,2.601937491304561263e+02,9.110399999999999920e+01,0.000000000000000000e+00,3.437209241520263276e+03,1.838371387179195381e+03,2.154692955138664843e+02,1.103658758829401165e+02,3.516700000000000159e+01,0.000000000000000000e+00,1.838371387179195381e+03,3.237618784394233444e+03,8.498224659513150527e+02,6.622291632739076022e+02,4.930523648959242564e+02,3.436312446568654195e+02,5.838338925744046719e+02,8.473107321196035628e+03,4.512660202308608859e+03,4.108860004293530437e+03,9.529024482672181193e+02,7.392427607251098607e+02,5.474892144796262983e+02,1.540626641883770390e+03,4.367999999999999972e+01,1.540626641883770390e+03,1.540626641883770390e+03,8.938283644911123247e+02,5.301018929547075231e+02,5.301018929547075231e+02,5.301018929547075231e+02,5.301018929547075231e+02,5.301018929547075231e+02
